latitude,longitude,volume,year
32.69889,-117.1339,80,2019
32.69918,-117.13371,74,2010
32.69899,-117.13393,68,2013
32.69901,-117.13403,69,2014
32.6989,-117.13337,68,2015
32.69893,-117.13391,74,2016
32.69926,-117.13378,72,2017
32.69919,-117.13354,80,2018
32.6989,-117.13337,61,2019
32.69881,-117.13386,74,2010
32.69888,-117.13348,64,2013
32.69923,-117.13376,76,2014
32.69904,-117.1339,64,2015
32.69893,-117.13385,54,2016
32.69919,-117.13377,60,2017
32.69863,-117.13392,76,2018
32.69927,-117.13377,71,2019
32.69916,-117.13372,60,2017
32.69894,-117.13349,68,2010
32.69916,-117.13373,72,2013
32.69926,-117.1337,75,2014
32.69903,-117.13373,79,2015
32.69912,-117.13405,78,2016
32.69948,-117.13389,81,2017
32.69894,-117.13297,83,2018
32.69892,-117.13316,74,2019
32.69934,-117.1336,76,2010
32.69902,-117.13368,78,2013
32.69899,-117.13329,72,2014
32.69899,-117.13329,74,2015
40.69503,-73.93078,62,2016
32.70341,-117.14396,70,2017
32.69716,-117.12689,34,2018
40.69516,-73.93065,61,2019
33.88966,-84.27924,49,2010
20.3755,-98.72214,47,2013
32.69428,-117.13604,69,2014
48.96076,-122.43405,42,2015
10.51798,-85.37622,49,2016
10.51182,-85.37502,43,2017
10.50686,-85.3712,38,2018
10.50037,-85.3761,40,2019
10.4938,-85.38045,36,2010
10.48704,-85.38266,45,2013
10.4701,-85.38002,43,2014
10.46415,-85.37435,42,2015
10.45666,-85.36642,43,2016
10.45018,-85.36373,57,2017
10.44472,-85.34933,41,2018
10.44285,-85.34123,44,2019
10.44285,-85.34123,44,2010
10.43578,-85.3357,38,2010
10.43578,-85.3357,38,2010
10.43298,-85.32681,40,2013
10.42064,-85.29758,47,2013
10.41128,-85.27766,58,2014
32.99816,-117.2575,73,2015
10.70394,-85.41136,51,2016
10.71299,-85.39907,40,2017
10.71299,-85.39907,40,2018
20.17906,-98.73417,44,2019
43.03223,-76.08874,76,2010
43.03223,-76.08874,76,2013
21.1173,-86.8395,76,2014
-12.06763,-77.15833,64,2015
-12.07373,-77.1616,74,2016
-12.07358,-77.16255,70,2017
-12.07381,-77.1625,66,2018
-12.07317,-77.16593,56,2019
-12.07268,-77.16399,68,2010
38.97274,-95.25177,79,2010
-36.65827,174.55725,51,2013
40.19599,44.49008,36,2014
42.70223,23.29835,40,2015
42.70247,23.29812,41,2016
43.75661,-71.69028,62,2017
43.75858,-71.69067,49,2018
20.20547,-98.70677,45,2019
42.70226,23.29855,42,2010
21.12102,-98.98947,50,2013
28.52245,-81.22514,66,2014
27.63554,54.30735,50,2015
21.16025,-86.80912,73,2016
14.89333,-92.25796,74,2017
14.89334,-92.25765,63,2010
14.89381,-92.25816,66,2010
14.8938,-92.25816,74,2013
14.89334,-92.25765,84,2014
14.89334,-92.25765,83,2015
14.89334,-92.25765,79,2016
14.89383,-92.25816,81,2017
14.8938,-92.25814,80,2018
14.89387,-92.25813,79,2019
14.89382,-92.25816,82,2013
14.89384,-92.25815,80,2014
14.89388,-92.25826,69,2015
14.89383,-92.2581,65,2016
14.89382,-92.25811,73,2017
14.89387,-92.25808,65,2018
14.89385,-92.25814,62,2019
14.89334,-92.25765,65,2013
14.8939,-92.25814,64,2015
14.89383,-92.25816,65,2016
14.89381,-92.25814,64,2017
14.89381,-92.25815,67,2018
37.96663,-122.03296,48,2019
14.89385,-92.25814,57,2010
14.89385,-92.25814,51,2013
14.89333,-92.25796,51,2014
14.89333,-92.25796,51,2015
14.89386,-92.25812,50,2016
14.89383,-92.25814,50,2017
14.89382,-92.25813,51,2018
14.8938,-92.25815,51,2019
14.89382,-92.25814,54,2010
25.76091,-100.41203,53,2010
25.69515,-100.35695,80,2013
14.89381,-92.25816,52,2014
14.89381,-92.25816,49,2015
14.89381,-92.25816,49,2016
14.89381,-92.25816,50,2017
14.89381,-92.25816,49,2018
14.89381,-92.25816,50,2019
14.89381,-92.25816,50,2013
26.61309,80.97617,49,2014
44.45404,-73.1789,43,2015
21.36347,-157.84696,45,2016
21.3405,-157.80065,55,2017
21.34049,-157.8007,52,2018
14.89382,-92.25816,48,2019
14.8938,-92.25816,48,2010
14.89381,-92.25816,49,2013
14.89381,-92.25816,55,2014
14.89382,-92.25815,49,2015
26.88953,80.97157,58,2016
40.45688,-3.67314,55,2017
14.89881,-92.25401,67,2018
14.89812,-92.25335,69,2019
14.89483,-92.25095,61,2010
14.895,-92.25104,55,2013
14.89319,-92.25316,55,2014
14.89323,-92.25317,56,2015
14.89324,-92.25313,56,2016
21.36347,-157.84696,52,2017
25.76091,-100.41202,47,2018
45.85261,13.58485,50,2019
46.00266,13.61581,28,2013
18.37238,-65.91293,55,2014
14.89391,-92.25821,69,2015
14.89384,-92.25816,75,2016
14.89392,-92.25819,73,2017
14.89399,-92.25819,83,2018
14.89395,-92.25817,85,2019
14.89384,-92.25812,80,2010
14.89395,-92.25817,81,2013
14.89381,-92.25817,76,2014
14.89382,-92.25816,78,2015
45.69936,14.03574,31,2016
42.3951,23.50797,35,2010
14.88955,-92.2513,69,2013
14.88949,-92.2512,71,2014
14.88957,-92.2512,71,2015
14.89729,-92.26018,60,2016
14.89855,-92.25958,62,2017
14.89741,-92.26005,58,2018
14.89733,-92.26,58,2019
14.89746,-92.26034,61,2010
14.89765,-92.26038,58,2013
14.8972,-92.2602,60,2014
14.89756,-92.26044,58,2015
14.89748,-92.26037,60,2016
14.89745,-92.26035,61,2017
14.89744,-92.2601,57,2018
14.89756,-92.26029,61,2019
14.89748,-92.26028,58,2010
14.89728,-92.26019,57,2010
14.89745,-92.26007,57,2013
14.89755,-92.26044,58,2014
14.89342,-92.25319,62,2015
14.89327,-92.2535,57,2016
14.89319,-92.25315,56,2017
14.89317,-92.25346,58,2018
14.89315,-92.25339,60,2019
14.89349,-92.25364,56,2010
28.40974,77.04762,63,2013
37.92847,-122.31638,58,2014
37.92844,-122.31636,61,2015
37.9314,-122.31633,50,2016
37.93132,-122.31748,63,2017
37.92997,-122.31869,62,2018
37.92941,-122.31855,74,2019
37.92857,-122.31686,61,2010
17.97624,-65.96109,70,2013
40.85552,-73.93372,68,2014
31.5103,-91.29632,44,2015
37.92823,-122.31633,58,2016
33.66678,-84.44575,75,2017
37.92956,-122.31593,70,2018
37.92955,-122.31588,68,2019
25.66736,-100.31734,64,2010
37.92845,-122.3164,41,2010
25.63347,-100.36366,73,2010
43.58778,-70.33528,57,2013
43.58778,-70.33525,42,2014
43.45866,-71.56127,73,2015
43.58762,-70.33382,73,2016
43.57874,-70.34354,48,2017
44.25586,-71.70156,47,2018
26.49054,87.28672,38,2019
26.603,87.1641,30,2010
25.72789,-100.39275,75,2013
21.19179,-88.1683,59,2014
10.07817,-84.46686,45,2015
-12.06762,-77.15838,71,2016
-12.06757,-77.15833,75,2017
-12.07368,-77.16162,72,2018
-12.07373,-77.16487,69,2019
-12.07298,-77.16617,66,2010
-12.07266,-77.16396,72,2013
42.70232,23.29858,65,2014
30.47194,-97.80987,57,2015
31.56386,-91.5594,41,2016
37.6062,-86.03747,64,2017
21.14115,-86.85275,84,2018
38.60149,-90.21773,59,2019
38.6011,-90.2168,62,2010
-15.45341,28.30144,54,2013
45.73105,4.85083,73,2014
45.73097,4.85064,67,2015
45.73067,4.85072,68,2016
42.33092,-71.2465,56,2017
25.70147,-100.33682,56,2018
36.07532,-86.60736,57,2019
36.07519,-86.60752,56,2010
38.84712,-77.07511,62,2013
38.84707,-77.07503,62,2014
-28.71795,151.85054,31,2015
21.16251,-86.8388,79,2016
21.1501,-86.83335,73,2017
-12.06684,-77.15778,63,2018
-12.07396,-77.16151,63,2019
-12.07393,-77.1626,63,2010
-12.07313,-77.16622,63,2013
-12.07283,-77.16384,66,2014
40.86977,-73.91796,62,2015
40.86969,-73.91786,48,2016
40.86969,-73.91786,41,2017
21.14113,-86.85275,71,2018
48.87924,2.32806,75,2019
40.67234,22.91521,38,2010
25.75882,-80.37575,59,2013
25.68632,-80.40083,76,2014
43.01861,-75.99514,46,2015
40.86947,-73.9179,64,2016
10.00415,-84.10826,47,2017
10.01436,-84.12141,81,2018
10.18562,-84.23628,67,2019
10.18579,-84.2361,54,2010
10.18552,-84.23635,39,2010
10.18556,-84.23636,45,2013
10.18574,-84.23606,50,2014
10.18718,-84.23426,47,2015
10.18634,-84.23364,54,2016
10.18642,-84.23517,46,2017
10.18881,-84.2328,55,2018
10.19082,-84.23282,66,2019
10.19082,-84.23282,67,2010
10.18688,-84.23459,56,2013
10.19011,-84.23289,63,2014
10.19025,-84.23271,62,2015
10.19075,-84.23257,52,2016
10.18949,-84.23162,43,2017
10.18891,-84.23284,29,2018
10.18981,-84.23237,54,2019
10.19077,-84.2327,57,2013
10.19017,-84.22998,46,2014
10.18996,-84.23115,37,2015
10.48206,-83.92265,55,2016
10.18982,-84.22949,42,2017
10.18911,-84.22853,52,2018
10.18911,-84.22853,52,2019
10.18912,-84.22855,48,2010
10.18962,-84.23201,35,2010
10.18836,-84.2293,35,2013
10.18997,-84.23115,31,2014
10.18634,-84.23364,61,2015
10.18717,-84.22993,52,2016
10.19012,-84.22978,34,2017
10.18667,-84.22989,36,2018
10.1853,-84.23364,64,2019
10.18613,-84.23026,36,2010
10.18912,-84.22858,57,2013
10.1854,-84.22989,47,2014
10.18549,-84.23147,39,2015
10.18604,-84.23211,41,2016
10.18695,-84.23294,55,2017
10.18833,-84.23289,44,2018
21.2877,-89.66403,74,2019
20.97115,-89.62058,45,2010
48.85432,2.38184,84,2013
10.00423,-84.1082,60,2014
21.14383,-88.15239,74,2015
38.68253,-90.14334,75,2016
38.68243,-90.14329,71,2017
38.68237,-90.1432,71,2018
38.68243,-90.14319,76,2019
38.68248,-90.14332,76,2010
38.68246,-90.14329,76,2010
38.68241,-90.14321,76,2013
38.68245,-90.1433,72,2014
38.68244,-90.14328,69,2015
38.68252,-90.14351,75,2016
26.07029,-80.14498,64,2017
-27.09047,152.9255,65,2018
25.75753,-80.37598,62,2019
-27.0904,152.92547,76,2010
21.12002,-86.84497,78,2013
21.12002,-86.84495,84,2014
21.12002,-86.84498,85,2015
34.11971,-118.15053,71,2016
38.6824,-90.14344,68,2017
-27.09049,152.92537,77,2018
-27.0905,152.92538,77,2019
47.58166,-122.62176,50,2010
35.97381,-78.51955,44,2013
38.79414,-89.99949,29,2014
35.97375,-78.51997,56,2015
38.79417,-89.99896,68,2016
38.79417,-89.99896,71,2017
38.79417,-89.99896,74,2018
38.79417,-89.99896,65,2019
38.79417,-89.99896,72,2010
35.44276,-76.97379,65,2013
35.44276,-76.97379,60,2014
35.44276,-76.97379,59,2016
32.60965,-86.32004,56,2017
46.00859,13.64629,37,2018
45.84147,5.0307,78,2019
-12.06736,-77.15789,65,2010
-12.07355,-77.16186,67,2013
-12.07388,-77.16289,61,2014
-12.07274,-77.16681,72,2015
-12.07264,-77.16401,63,2016
40.79062,-73.95235,65,2017
41.86712,-87.88172,42,2018
36.08113,-115.0131,55,2019
36.08113,-115.0131,52,2010
27.78784,-82.67154,41,2013
45.76298,13.78233,30,2014
42.70335,23.29795,69,2015
38.95015,-104.80271,42,2016
18.01637,-63.05989,41,2017
18.01639,-63.05993,40,2018
43.20311,-77.67702,81,2019
40.79019,-73.95306,57,2010
25.56681,-100.27491,37,2013
33.33818,-117.33112,42,2014
20.29144,-103.39863,31,2015
47.13821,27.57657,37,2016
41.03788,-83.65325,66,2017
46.44291,6.89644,75,2018
32.07569,-95.58381,52,2019
46.08191,13.80618,24,2010
25.76095,-100.41204,44,2013
41.96421,-87.68611,72,2014
41.96421,-87.68607,83,2015
43.651,-79.37302,67,2016
19.75253,-99.09345,58,2017
1.31877,103.77995,40,2018
43.69566,-79.39639,64,2019
40.6902,-74.1815,79,2010
50.1765,8.1902,33,2013
38.63762,-77.25318,38,2014
38.84368,-77.43666,62,2015
38.84335,-77.43773,66,2016
38.63762,-77.25304,54,2017
43.68526,-79.62329,72,2018
43.68529,-79.62295,75,2019
39.16217,-84.51082,80,2010
34.50837,69.14632,48,2013
52.48565,-2.02334,53,2014
-12.06765,-77.15774,0,2015
-12.06764,-77.15828,68,2016
52.4858,-2.02323,57,2017
-12.07382,-77.16159,76,2018
-12.07387,-77.16275,74,2019
-12.07444,-77.16456,69,2010
-12.07249,-77.16396,79,2013
20.1382,-98.50355,88,2014
20.13816,-98.50348,85,2015
-27.09056,152.92546,79,2016
38.84309,-77.43799,74,2017
38.76105,-90.08552,78,2018
20.99899,-89.69403,69,2019
40.69018,-73.99433,59,2010
40.6859,-73.828,79,2013
36.04336,-112.05898,43,2014
36.04336,-112.05898,43,2015
37.08471,-113.57386,51,2016
20.97562,-89.62843,85,2017
47.53653,19.12035,55,2018
40.86518,-73.92823,82,2019
46.44584,6.91074,74,2013
47.00631,9.53623,41,2014
25.10835,55.18356,65,2015
32.49976,-83.68854,40,2016
46.44845,6.88609,41,2017
46.44839,6.88576,46,2018
46.44832,6.88604,45,2019
46.44896,6.8854,49,2014
46.44837,6.88605,48,2015
46.44833,6.88612,49,2016
46.44755,6.88678,45,2017
46.44844,6.88611,45,2018
46.44838,6.88613,51,2019
46.44841,6.88611,52,2010
46.44844,6.88613,47,2013
46.44848,6.88611,49,2014
46.44842,6.88624,34,2015
46.4485,6.88608,53,2016
46.44838,6.88615,48,2017
46.44836,6.88615,49,2018
46.4485,6.88605,50,2019
46.44837,6.88612,50,2010
46.44842,6.88605,53,2013
46.44306,6.89629,63,2014
46.44312,6.89638,60,2015
46.44308,6.89652,61,2016
46.44321,6.89646,68,2017
46.44307,6.89643,65,2018
46.443,6.89633,61,2019
46.44299,6.8966,49,2010
46.44316,6.89653,63,2013
46.44311,6.89656,65,2014
46.44306,6.89644,68,2015
46.44317,6.8964,67,2016
46.44311,6.89642,65,2017
46.44311,6.89637,68,2018
46.44318,6.89627,75,2019
46.44313,6.89647,63,2010
46.43359,6.91678,32,2013
46.25071,7.01617,33,2014
49.70011,-123.15126,44,2015
46.25071,7.01611,27,2016
46.47406,6.8882,45,2017
53.22933,-2.95442,47,2018
43.02819,-76.1365,53,2019
43.0282,-76.13636,52,2010
43.02803,-76.13646,72,2013
53.24898,-2.96542,80,2014
53.41889,-3.02443,48,2015
40.87131,-73.91524,47,2016
51.4199,-0.85007,29,2017
30.2552,-97.69783,48,2018
51.41301,7.16348,37,2019
51.41989,-0.8508,50,2010
51.42012,-0.85213,53,2010
51.41978,-0.85074,61,2013
51.41988,-0.85064,53,2014
51.24438,7.11165,38,2015
13.67305,-89.2866,75,2016
13.67192,-89.28928,61,2017
40.86642,-73.92526,72,2018
51.41997,-0.8498,55,2019
51.41963,-0.85003,55,2013
-34.86368,138.54377,42,2014
47.76973,-122.34256,54,2015
40.41627,-3.70147,74,2016
40.41627,-3.70147,74,2017
40.44703,-3.70433,74,2018
20.09507,-98.70937,66,2019
59.92257,10.70164,57,2013
20.17931,-98.71228,65,2014
43.6594,-79.38465,44,2015
61.49524,23.55952,40,2016
49.0722,4.02354,45,2017
27.72639,-82.45451,46,2018
53.2708,-3.04429,46,2019
40.41563,-3.70231,70,2010
42.38926,23.52362,55,2010
25.77438,-100.11177,77,2013
51.29074,9.55309,35,2014
40.43281,-3.70147,70,2015
51.29334,9.53491,65,2016
40.42414,-3.70401,72,2017
37.67269,-77.54945,43,2018
38.64038,-77.29291,77,2019
35.68126,139.52119,64,2013
1.31935,103.77958,52,2014
51.29072,9.55311,30,2015
33.26002,-87.57994,56,2016
49.9759,18.87005,47,2017
40.44428,-3.70084,66,2018
20.17875,-98.7124,78,2019
42.77339,-71.23345,61,2010
42.77345,-71.23376,67,2013
40.43359,-79.95272,74,2014
42.77339,-71.23359,63,2015
25.72813,-100.33518,82,2016
35.68598,139.52225,64,2017
35.68773,139.52408,53,2018
35.68589,139.52244,71,2019
43.02815,-76.13644,41,2010
40.45089,-3.70342,66,2013
42.38509,-73.72529,77,2014
21.16436,-86.84558,69,2015
35.68126,139.52109,73,2016
35.68126,139.52109,73,2017
35.68592,139.52259,72,2018
35.68586,139.52255,71,2019
35.68793,139.52366,63,2010
35.68742,139.52448,61,2013
35.68537,139.52472,58,2014
35.70219,139.54435,73,2015
50.25414,19.00307,55,2016
21.43281,-87.33571,63,2017
38.82539,0.01633,58,2018
45.7331,4.8718,49,2019
43.67274,-79.30767,38,2013
51.29075,9.55306,26,2014
35.64824,139.7056,64,2015
51.53933,-0.18704,53,2016
44.04566,-91.62089,33,2017
55.03978,24.13939,46,2018
52.99636,-2.192,29,2019
-12.10241,-76.99035,70,2010
-12.10034,-76.98879,72,2013
-12.09735,-76.98921,69,2014
35.19811,-80.70596,76,2015
45.5472,-73.61323,50,2016
40.42504,-3.70591,74,2017
40.4456,-3.70327,75,2018
42.37413,-122.91329,55,2019
51.41986,-0.85025,56,2010
51.41986,-0.85016,55,2010
38.63757,-77.25302,46,2013
51.41989,-0.85009,49,2014
51.41989,-0.85009,55,2015
51.41991,-0.85031,58,2016
51.41987,-0.85023,62,2017
20.18033,-98.71218,78,2018
25.45995,-100.9836,82,2019
45.81213,4.95406,47,2010
53.90645,-1.92664,31,2013
29.95043,-90.0503,44,2014
20.17704,-98.76031,76,2015
35.66782,139.59216,72,2016
35.6678,139.59201,82,2017
35.66678,139.59039,73,2018
35.66679,139.59042,80,2019
35.66637,139.58986,73,2013
51.41989,-0.85034,63,2014
51.41989,-0.8501,66,2015
41.78866,-81.06832,78,2016
52.4858,-2.02322,54,2017
27.78733,-82.65212,51,2018
42.13135,-80.08636,66,2019
28.39535,77.06963,73,2010
42.1367,-80.08691,54,2013
29.94945,-90.13166,57,2014
40.75161,-73.99552,81,2015
42.13961,-80.01452,44,2016
39.73471,-104.97301,50,2017
39.73491,-104.9727,52,2018
34.05004,-117.67083,59,2019
50.78868,2.93303,38,2010
29.28494,-97.13666,49,2013
39.67956,-105.1668,54,2014
44.1951,-103.50516,80,2015
41.66619,-81.29134,32,2016
39.73458,-104.97301,51,2017
41.66548,-81.29149,55,2018
40.87126,-73.91943,81,2019
40.86615,-73.92795,83,2010
41.66583,-81.29129,53,2013
54.43255,12.66743,38,2014
52.4858,-2.02323,50,2015
52.4858,-2.02323,47,2016
5.85422,-55.01948,49,2017
44.02946,1.20708,56,2018
42.13945,-80.01405,68,2019
38.79421,-89.99903,55,2010
42.13942,-80.01342,55,2013
48.04283,10.8836,48,2014
48.04322,10.88352,53,2015
42.13734,-80.08636,49,2016
47.41218,-123.8817,33,2017
42.13943,-80.01401,45,2018
30.42371,-91.08174,53,2010
30.42372,-91.08177,53,2013
21.16435,-86.84563,74,2014
21.16434,-86.84559,55,2015
39.67916,-105.16662,66,2016
30.4236,-91.08177,59,2017
42.13711,-80.08567,64,2018
42.13927,-80.01371,60,2019
53.56943,10.01568,60,2010
40.90678,-73.78117,58,2010
42.13917,-80.01396,54,2013
42.13931,-80.01386,50,2014
55.07843,25.12563,58,2015
-12.10266,-76.99059,68,2016
-12.10097,-76.98961,66,2017
42.13912,-80.01369,42,2018
-12.09691,-76.98891,67,2019
42.77331,-71.23342,63,2013
48.28081,-114.26696,39,2014
42.11496,-73.26915,47,2015
48.59156,-123.08187,45,2016
9.92476,-84.11702,53,2017
54.07039,-2.03597,47,2018
47.37869,8.53853,66,2019
35.97383,-78.51973,51,2010
40.71737,-74.01505,48,2013
42.13945,-80.01404,43,2014
45.42746,-75.69198,65,2015
51.47524,-0.98772,46,2010
42.1367,-80.08689,55,2013
48.04322,10.88353,45,2014
42.13676,-80.08661,54,2015
58.18439,13.95776,35,2016
42.13905,-80.01382,59,2017
39.05323,-108.0945,54,2018
9.9116,-83.94389,59,2019
9.9109,-83.94269,59,2013
42.13945,-80.01404,66,2014
42.13945,-80.01404,66,2015
31.554,-84.12385,53,2016
44.84503,1.55147,59,2017
40.44269,-3.70084,67,2018
39.67958,-105.16696,65,2019
45.12439,8.44606,46,2010
20.17989,-98.71212,86,2013
34.09302,-118.22583,65,2014
39.73519,-104.97232,58,2015
21.1836,-86.80642,75,2016
41.14128,-73.54936,57,2017
45.42706,-73.44776,64,2019
42.14492,-80.00436,67,2013
42.14514,-80.00485,72,2014
40.86734,-73.92217,83,2015
34.09302,-118.22583,58,2016
44.42728,8.85575,49,2017
40.46027,-3.69767,73,2018
55.85601,23.65227,31,2019
41.05111,-73.54394,75,2010
38.79405,-89.99976,64,2010
40.43366,-79.95251,81,2013
34.09293,-118.22581,56,2014
44.80424,20.44386,80,2015
57.93445,19.16437,29,2016
40.43123,-3.70116,77,2010
45.42561,-80.19812,49,2013
34.09302,-118.22583,58,2014
35.68007,139.52055,41,2015
10.36353,76.26256,44,2016
40.45508,-3.70084,76,2017
40.44332,-3.70084,75,2018
47.91387,106.91674,73,2019
47.91425,106.91631,76,2010
42.13692,-80.08578,61,2013
34.09302,-118.22582,60,2014
39.46731,-76.80494,41,2015
40.43281,-3.70147,77,2016
38.60504,-90.24819,60,2017
38.60739,-90.2553,71,2019
38.60665,-90.26028,78,2013
40.86592,-73.92741,84,2014
41.66627,-81.29126,63,2015
41.66611,-81.29124,69,2016
47.85625,106.91033,45,2017
47.85585,106.91054,47,2018
57.68362,15.66131,31,2019
36.09691,-95.97243,62,2010
36.09689,-95.97245,38,2014
25.04902,121.44662,52,2015
41.81685,-71.45306,70,2016
40.90684,-73.78101,69,2017
40.90685,-73.78105,80,2018
40.44108,-3.70147,74,2010
40.42556,-3.70091,74,2013
40.42976,-3.70099,77,2014
34.14927,-118.16227,42,2015
34.1493,-118.16223,51,2016
40.44572,-3.70341,70,2017
34.06024,-117.58778,70,2018
42.13697,-80.08767,49,2019
-11.93224,-77.05295,27,2010
42.13691,-80.0875,59,2013
-12.10252,-76.9904,63,2014
-12.1027,-76.99067,55,2015
42.23816,-83.36142,46,2016
-12.10051,-76.98896,62,2017
42.23819,-83.35747,47,2018
42.23894,-83.3517,63,2019
-12.09708,-76.98886,64,2010
42.20776,-83.35646,68,2013
42.29945,-83.76933,81,2014
40.77044,-73.86271,74,2015
40.77089,-73.86295,80,2016
43.64626,-70.31069,78,2017
34.09302,-118.22583,59,2018
34.09302,-118.22583,62,2019
36.76525,15.09417,49,2015
40.44565,-3.70331,73,2016
43.02823,-76.13649,55,2017
35.39122,-118.89519,67,2018
42.77351,-71.23361,63,2019
38.96661,-95.23574,85,2010
51.46718,-0.16393,75,2013
43.85795,-91.3101,66,2014
38.98496,-77.08986,59,2015
40.45094,-3.70116,68,2016
51.61521,-3.93781,43,2010
49.98288,16.88011,30,2013
40.79367,-73.96727,78,2014
40.79337,-73.96617,68,2015
40.78705,-73.95734,64,2016
40.74581,-73.88957,66,2017
13.49979,121.86276,45,2018
-31.53699,-68.54883,43,2019
-31.53703,-68.54884,53,2010
-31.53697,-68.54884,56,2010
40.79809,-86.78729,44,2013
40.77534,-73.97877,59,2014
13.44305,121.82715,69,2015
13.44897,121.83974,65,2016
46.84891,-96.82355,64,2017
42.13707,-80.08743,67,2018
51.0659,-0.36832,40,2019
48.14631,-103.63561,42,2010
42.1393,-80.01387,48,2013
19.42116,-99.2097,60,2014
49.88974,-97.15142,64,2015
37.78632,-122.22524,44,2016
38.78644,-89.96515,48,2017
43.02804,-76.13645,35,2018
51.54375,-0.00881,75,2019
48.15822,-103.63106,33,2019
34.09302,-118.22583,59,2017
51.0659,-0.36831,38,2018
48.15822,-103.63106,54,2019
36.44488,-81.04733,41,2010
49.88986,-97.15129,43,2013
49.88986,-97.15129,39,2014
40.0568,-86.00688,62,2015
40.05679,-86.00688,79,2016
49.82136,-97.15606,79,2017
49.83128,-97.15884,75,2018
49.83283,-97.16091,79,2019
49.88937,-97.15182,79,2010
49.88986,-97.15129,70,2010
29.33204,48.09,50,2010
29.33204,48.09,53,2013
40.78633,-73.95767,68,2014
40.78404,-73.95891,65,2015
49.88986,-97.15129,40,2016
41.54513,-88.15655,57,2017
41.54513,-88.15654,56,2018
41.54514,-88.15655,70,2019
21.1447,-86.85055,67,2013
21.14467,-86.85058,74,2014
40.78362,-73.97919,69,2015
40.78705,-73.97548,76,2016
40.78694,-73.97554,68,2017
40.78827,-73.97643,78,2018
40.78823,-73.97651,76,2019
40.78822,-73.97652,78,2010
38.21846,-85.66714,58,2013
-31.53705,-68.54883,63,2014
-31.53702,-68.54883,63,2015
-31.53698,-68.54883,63,2016
-31.537,-68.54885,81,2017
9.90841,-83.94378,56,2018
9.90807,-83.94387,53,2019
40.05677,-86.00687,47,2013
54.44752,18.56204,57,2014
13.66454,100.60397,49,2015
36.05287,-79.89407,60,2016
9.90973,-83.9429,66,2017
9.91074,-83.94268,65,2018
38.21834,-85.667,66,2019
13.44043,121.82853,62,2010
49.88396,-97.132,77,2013
49.88363,-97.13186,79,2014
49.86878,-97.14197,78,2015
21.1447,-86.85055,77,2016
33.667,-84.44545,65,2017
43.02812,-76.13645,37,2018
13.44189,121.82836,55,2019
53.49383,-0.33161,47,2010
37.89861,-122.57195,40,2013
37.48306,-121.91844,41,2014
33.76478,-84.33367,82,2015
33.7653,-84.33531,81,2016
39.11363,-84.55702,56,2017
28.63356,77.11665,58,2018
38.24605,-85.72896,76,2019
34.04175,-118.30261,58,2010
39.56275,-104.77476,63,2013
33.22538,-87.5968,59,2014
37.78632,-122.22525,50,2015
32.53748,-94.85396,50,2016
-3.57064,-80.23505,81,2017
50.69101,-3.50645,73,2018
50.69432,-3.49155,55,2019
42.77337,-71.23347,57,2010
40.67424,-73.90677,74,2013
51.41265,-0.07419,47,2014
